instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp_exposure.rt,key_resp_exposure.duration,key_resp.keys,key_resp.rt,key_resp.duration,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,1,,./stim/wavs/argentine_question_filler_Mi-vecino-habla-mucho.wav,,,,,,,,,272.6126,274.7773,1,1,1.6329,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,0,,./stim/wavs/peruvian_statement_filler_El-nino-habla-con-su-madre.wav,,,,,,,,,274.7786,277.7092,0,1,2.3995,,0,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,0,,./stim/wavs/andalusian_statement_filler_Alberto-nunca-se-afeita.wav,,,,,,,,,277.7105,280.0584,0,1,1.8168,,0,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,1,,./stim/wavs/mexican_question_filler_Felipe-no-tiene-contrasena.wav,,,,,,,,,280.0592,282.2244,1,1,1.6374,,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,0,,./stim/wavs/puertorican_statement_filler_La-nina-pinta-con-su-amiga.wav,,,,,,,,,282.2252,284.5572,0,1,1.8001,,0,5,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,1,,./stim/wavs/chilean_question_filler_Mi-padre-cantaba-bien.wav,,,,,,,,,284.5584,286.8728,1,1,1.7903,,0,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,0,,./stim/wavs/cuban_statement_filler_Cocinabas-por-la-noche.wav,,,,,,,,,286.8736,289.5052,0,1,2.1002,,0,7,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.5055,294.8383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,28,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,,,,,,,,,,,,,,,,,,,,,,294.8472,297.2528,1,1,1.8852,,0,0,0,27,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,26,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,,,,,,,,,,,,,,,,,,,,,,297.2541,299.5371,1,1,1.7625,,0,1,1,25,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,83,0,,./stim/wavs/mexican_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,299.5379,301.8511,0,1,1.791,,0,2,2,82,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,50,0,,./stim/wavs/castilian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,301.8519,304.1003,0,1,1.7239,,0,3,3,49,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,14,1,,./stim/wavs/mexican_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,304.1013,306.216,1,1,1.5909,,0,4,4,13,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,88,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,,,,,,,,,,,,,,,,,,,,,,306.2176,308.3822,0,1,1.6411,,0,5,5,87,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,73,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,308.3833,310.6147,0,1,1.7026,,0,6,6,72,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,58,0,,./stim/wavs/mexican_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,310.6157,312.7307,0,1,1.5833,,0,7,7,57,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,9,1,,./stim/wavs/cuban_match_interrogative-total-yn_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,312.7317,314.7633,0,0,1.5069,,0,8,8,8,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,15,1,,./stim/wavs/mexican_match_interrogative-total-yn_David-leia-el-libro.wav,,,,,,,,,,,,,,,,,,,,,,314.7643,316.8127,1,1,1.5207,,0,9,9,14,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,55,0,,./stim/wavs/cuban_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,316.8134,319.1452,0,1,1.7996,,0,10,10,54,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,27,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,,,,,,,,,,,,,,,,,,,,,,319.1459,321.2444,1,1,1.5741,,0,11,11,26,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,11,1,,./stim/wavs/cuban_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,321.2451,323.4938,0,0,1.7161,,0,12,12,10,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,34,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,323.4947,325.9429,0,0,1.9244,,0,13,13,33,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,53,0,,./stim/wavs/cuban_match_declarative-broad-focus_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,325.944,328.2252,0,1,1.7518,,0,14,14,52,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,655b6a0d11066d07716ab0b5,Puerto Rican,13 or older,"no, only English or Spanish",yes,2025-07-23_19h42.58.473,empathy_intonation_perc,2024.2.4,Win32,60.24096386,655b6a0d11066d07716ab0b5,687ed1b7e638a4cbf2f02089,6881734ff89a67af3a718f6d,,,,,,,,,,,,,,,31,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,328.2264,330.2582,1,1,1.5031,,0,15,15,30,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
